%t            	w            	v            	u            	S           	mu
0.00000e+000	0.00000e+000	0.00000e+000	5.00000e+001	0.00000e+000	0.00000e+000
1.00000e-003	5.00000e-002	0.00000e+000	5.00000e+001	1.00000e+001	6.30000e-001
2.00000e-003	9.38010e-002	6.17400e-003	5.00000e+001	1.00000e+001	6.30000e-001
3.00000e-003	1.37580e-001	1.23480e-002	5.00000e+001	1.00000e+001	6.30000e-001
4.00000e-003	1.81337e-001	1.85220e-002	5.00000e+001	8.79037e+000	6.30000e-001
5.00000e-003	2.25073e-001	2.46960e-002	5.00000e+001	8.11372e+000	6.30000e-001
6.00000e-003	2.68786e-001	3.08700e-002	5.00000e+001	7.70703e+000	6.30000e-001
7.00000e-003	3.12478e-001	3.70440e-002	5.00000e+001	7.43531e+000	6.30000e-001
8.00000e-003	3.56147e-001	4.32180e-002	5.00000e+001	7.24072e+000	6.30000e-001
9.00000e-003	3.99795e-001	4.93920e-002	5.00000e+001	7.09433e+000	6.30000e-001
1.00000e-002	4.43421e-001	5.55660e-002	5.00000e+001	6.98008e+000	6.30000e-001
1.10000e-002	4.87026e-001	6.17400e-002	5.00000e+001	6.88833e+000	6.30000e-001
1.20000e-002	5.30608e-001	6.79140e-002	5.00000e+001	6.81294e+000	6.30000e-001
1.30000e-002	5.74169e-001	7.40880e-002	5.00000e+001	6.74982e+000	6.30000e-001
1.40000e-002	6.17708e-001	8.02620e-002	5.00000e+001	6.69614e+000	6.30000e-001
1.50000e-002	6.61225e-001	8.64360e-002	5.00000e+001	6.64988e+000	6.30000e-001
1.60000e-002	7.04720e-001	9.26100e-002	5.00000e+001	6.60955e+000	6.30000e-001
1.70000e-002	7.48194e-001	9.87840e-002	5.00000e+001	6.57404e+000	6.30000e-001
1.80000e-002	7.91646e-001	1.04958e-001	5.00000e+001	6.54250e+000	6.30000e-001
1.90000e-002	8.35076e-001	1.11132e-001	5.00000e+001	6.51427e+000	6.30000e-001
2.00000e-002	8.78485e-001	1.17306e-001	5.00000e+001	6.48883e+000	6.30000e-001
2.10000e-002	9.21871e-001	1.23480e-001	5.00000e+001	6.46575e+000	6.30000e-001
2.20000e-002	9.65236e-001	1.29654e-001	5.00000e+001	6.44471e+000	6.30000e-001
2.30000e-002	1.00858e+000	1.35828e-001	5.00000e+001	6.42542e+000	6.30000e-001
2.40000e-002	1.05190e+000	1.42002e-001	5.00000e+001	6.40765e+000	6.30000e-001
2.50000e-002	1.09520e+000	1.48176e-001	5.00000e+001	6.39122e+000	6.30000e-001
2.60000e-002	1.13848e+000	1.54350e-001	5.00000e+001	6.37596e+000	6.30000e-001
2.70000e-002	1.18174e+000	1.60524e-001	5.00000e+001	6.36174e+000	6.30000e-001
2.80000e-002	1.22497e+000	1.66698e-001	5.00000e+001	6.34845e+000	6.30000e-001
2.90000e-002	1.26819e+000	1.72872e-001	5.00000e+001	6.33598e+000	6.30000e-001
3.00000e-002	1.31138e+000	1.79046e-001	5.00000e+001	6.32424e+000	6.30000e-001
3.10000e-002	1.35455e+000	1.85220e-001	5.00000e+001	6.31318e+000	6.30000e-001
3.20000e-002	1.39770e+000	1.91394e-001	5.00000e+001	6.30271e+000	6.30000e-001
3.30000e-002	1.44082e+000	1.97568e-001	5.00000e+001	6.29279e+000	6.30000e-001
3.40000e-002	1.48393e+000	2.03742e-001	5.00000e+001	6.28337e+000	6.30000e-001
3.50000e-002	1.52701e+000	2.09916e-001	5.00000e+001	6.27440e+000	6.30000e-001
3.60000e-002	1.57008e+000	2.16090e-001	5.00000e+001	6.26584e+000	6.30000e-001
3.70000e-002	1.61312e+000	2.22264e-001	5.00000e+001	6.25766e+000	6.30000e-001
3.80000e-002	1.65614e+000	2.28438e-001	5.00000e+001	6.24982e+000	6.30000e-001
3.90000e-002	1.69913e+000	2.34612e-001	5.00000e+001	6.24231e+000	6.30000e-001
4.00000e-002	1.74211e+000	2.40786e-001	5.00000e+001	6.23509e+000	6.30000e-001
4.10000e-002	1.78507e+000	2.46960e-001	5.00000e+001	6.22815e+000	6.30000e-001
4.20000e-002	1.82800e+000	2.53134e-001	5.00000e+001	6.22146e+000	6.30000e-001
4.30000e-002	1.87091e+000	2.59308e-001	5.00000e+001	6.21501e+000	6.30000e-001
4.40000e-002	1.91380e+000	2.65482e-001	5.00000e+001	6.20878e+000	6.30000e-001
4.50000e-002	1.95667e+000	2.71656e-001	5.00000e+001	6.20275e+000	6.30000e-001
4.60000e-002	1.99952e+000	2.77830e-001	5.00000e+001	6.19691e+000	6.30000e-001
4.70000e-002	2.04234e+000	2.84004e-001	5.00000e+001	6.19125e+000	6.30000e-001
4.80000e-002	2.08515e+000	2.90178e-001	5.00000e+001	6.18576e+000	6.30000e-001
4.90000e-002	2.12793e+000	2.96352e-001	5.00000e+001	6.18042e+000	6.30000e-001
5.00000e-002	2.17069e+000	3.02526e-001	5.00000e+001	6.17523e+000	6.30000e-001
5.10000e-002	2.21344e+000	3.08700e-001	5.00000e+001	6.17018e+000	6.30000e-001
5.20000e-002	2.25615e+000	3.14874e-001	5.00000e+001	6.16526e+000	6.30000e-001
5.30000e-002	2.29885e+000	3.21048e-001	5.00000e+001	6.16046e+000	6.30000e-001
5.40000e-002	2.34153e+000	3.27222e-001	5.00000e+001	6.15578e+000	6.30000e-001
5.50000e-002	2.38418e+000	3.33396e-001	5.00000e+001	6.15120e+000	6.30000e-001
5.60000e-002	2.42682e+000	3.39570e-001	5.00000e+001	6.14674e+000	6.30000e-001
5.70000e-002	2.46943e+000	3.45744e-001	5.00000e+001	6.14236e+000	6.30000e-001
5.80000e-002	2.51202e+000	3.51918e-001	5.00000e+001	6.13809e+000	6.30000e-001
5.90000e-002	2.55459e+000	3.58092e-001	5.00000e+001	6.13390e+000	6.30000e-001
6.00000e-002	2.59714e+000	3.64266e-001	5.00000e+001	6.12979e+000	6.30000e-001
6.10000e-002	2.63967e+000	3.70440e-001	5.00000e+001	6.12576e+000	6.30000e-001
6.20000e-002	2.68217e+000	3.76614e-001	5.00000e+001	6.12181e+000	6.30000e-001
6.30000e-002	2.72466e+000	3.82788e-001	5.00000e+001	6.11793e+000	6.30000e-001
6.40000e-002	2.76712e+000	3.88962e-001	5.00000e+001	6.11412e+000	6.30000e-001
6.50000e-002	2.80957e+000	3.95136e-001	5.00000e+001	6.11037e+000	6.30000e-001
6.60000e-002	2.85199e+000	4.01310e-001	5.00000e+001	6.10669e+000	6.30000e-001
6.70000e-002	2.89439e+000	4.07484e-001	5.00000e+001	6.10306e+000	6.30000e-001
6.80000e-002	2.93677e+000	4.13658e-001	5.00000e+001	6.09950e+000	6.30000e-001
6.90000e-002	2.97912e+000	4.19832e-001	5.00000e+001	6.09598e+000	6.30000e-001
7.00000e-002	3.02146e+000	4.26006e-001	5.00000e+001	6.09252e+000	6.30000e-001
7.10000e-002	3.06377e+000	4.32180e-001	5.00000e+001	6.08911e+000	6.30000e-001
7.20000e-002	3.10607e+000	4.38354e-001	5.00000e+001	6.08575e+000	6.30000e-001
7.30000e-002	3.14834e+000	4.44528e-001	5.00000e+001	6.08243e+000	6.30000e-001
7.40000e-002	3.19059e+000	4.50702e-001	5.00000e+001	6.07916e+000	6.30000e-001
7.50000e-002	3.23282e+000	4.56876e-001	5.00000e+001	6.07593e+000	6.30000e-001
7.60000e-002	3.27503e+000	4.63050e-001	5.00000e+001	6.07274e+000	6.30000e-001
7.70000e-002	3.31722e+000	4.69224e-001	5.00000e+001	6.06959e+000	6.30000e-001
7.80000e-002	3.35939e+000	4.75398e-001	5.00000e+001	6.06648e+000	6.30000e-001
7.90000e-002	3.40154e+000	4.81572e-001	5.00000e+001	6.06340e+000	6.30000e-001
8.00000e-002	3.44366e+000	4.87746e-001	5.00000e+001	6.06035e+000	6.30000e-001
8.10000e-002	3.48577e+000	4.93920e-001	5.00000e+001	6.05734e+000	6.30000e-001
8.20000e-002	3.52785e+000	5.00094e-001	5.00000e+001	6.05437e+000	6.30000e-001
8.30000e-002	3.56991e+000	5.06268e-001	5.00000e+001	6.05142e+000	6.30000e-001
8.40000e-002	3.61195e+000	5.12442e-001	5.00000e+001	6.04850e+000	6.30000e-001
8.50000e-002	3.65397e+000	5.18616e-001	5.00000e+001	6.04562e+000	6.30000e-001
8.60000e-002	3.69597e+000	5.24790e-001	5.00000e+001	6.04276e+000	6.30000e-001
8.70000e-002	3.73795e+000	5.30964e-001	5.00000e+001	6.03993e+000	6.30000e-001
8.80000e-002	3.77991e+000	5.37138e-001	5.00000e+001	6.03712e+000	6.30000e-001
8.90000e-002	3.82184e+000	5.43312e-001	5.00000e+001	6.03434e+000	6.30000e-001
9.00000e-002	3.86376e+000	5.49486e-001	5.00000e+001	6.03158e+000	6.30000e-001
9.10000e-002	3.90565e+000	5.55660e-001	5.00000e+001	6.02885e+000	6.30000e-001
9.20000e-002	3.94752e+000	5.61834e-001	5.00000e+001	6.02614e+000	6.30000e-001
9.30000e-002	3.98938e+000	5.68008e-001	5.00000e+001	6.02345e+000	6.30000e-001
9.40000e-002	4.03121e+000	5.74182e-001	5.00000e+001	6.02078e+000	6.30000e-001
9.50000e-002	4.07302e+000	5.80356e-001	5.00000e+001	6.01813e+000	6.30000e-001
9.60000e-002	4.11481e+000	5.86530e-001	5.00000e+001	6.01551e+000	6.30000e-001
9.70000e-002	4.15658e+000	5.92704e-001	5.00000e+001	6.01290e+000	6.30000e-001
9.80000e-002	4.19832e+000	5.98878e-001	5.00000e+001	6.01031e+000	6.30000e-001
9.90000e-002	4.24005e+000	6.05052e-001	5.00000e+001	6.00774e+000	6.30000e-001
1.00000e-001	4.28176e+000	6.11226e-001	5.00000e+001	6.00519e+000	6.30000e-001
1.01000e-001	4.32344e+000	6.17400e-001	5.00000e+001	6.00266e+000	6.30000e-001
1.02000e-001	4.36511e+000	6.23574e-001	5.00000e+001	6.00014e+000	6.30000e-001
1.03000e-001	4.40675e+000	6.29748e-001	5.00000e+001	5.99764e+000	6.30000e-001
1.04000e-001	4.44837e+000	6.35922e-001	5.00000e+001	5.99515e+000	6.30000e-001
1.05000e-001	4.48997e+000	6.42096e-001	5.00000e+001	5.99268e+000	6.30000e-001
1.06000e-001	4.53155e+000	6.48270e-001	5.00000e+001	5.99022e+000	6.30000e-001
1.07000e-001	4.57312e+000	6.54444e-001	5.00000e+001	5.98778e+000	6.30000e-001
1.08000e-001	4.61465e+000	6.60618e-001	5.00000e+001	5.98536e+000	6.30000e-001
1.09000e-001	4.65617e+000	6.66792e-001	5.00000e+001	5.98294e+000	6.30000e-001
1.10000e-001	4.69767e+000	6.72966e-001	5.00000e+001	5.98054e+000	6.30000e-001
1.11000e-001	4.73915e+000	6.79140e-001	5.00000e+001	5.97816e+000	6.30000e-001
1.12000e-001	4.78060e+000	6.85314e-001	5.00000e+001	5.97578e+000	6.30000e-001
1.13000e-001	4.82204e+000	6.91488e-001	5.00000e+001	5.97342e+000	6.30000e-001
1.14000e-001	4.86346e+000	6.97662e-001	5.00000e+001	5.97107e+000	6.30000e-001
1.15000e-001	4.90485e+000	7.03836e-001	5.00000e+001	5.96874e+000	6.30000e-001
1.16000e-001	4.94622e+000	7.10010e-001	5.00000e+001	5.96641e+000	6.30000e-001
1.17000e-001	4.98758e+000	7.16184e-001	5.00000e+001	5.96410e+000	6.30000e-001
1.18000e-001	5.02891e+000	7.22358e-001	5.00000e+001	5.96179e+000	6.30000e-001
1.19000e-001	5.07022e+000	7.28532e-001	5.00000e+001	5.95950e+000	6.30000e-001
1.20000e-001	5.11151e+000	7.34706e-001	5.00000e+001	5.95722e+000	6.30000e-001
1.21000e-001	5.15278e+000	7.40880e-001	5.00000e+001	5.95494e+000	6.30000e-001
1.22000e-001	5.19403e+000	7.47054e-001	5.00000e+001	5.95268e+000	6.30000e-001
1.23000e-001	5.23526e+000	7.53228e-001	5.00000e+001	5.95043e+000	6.30000e-001
1.24000e-001	5.27647e+000	7.59402e-001	5.00000e+001	5.94818e+000	6.30000e-001
1.25000e-001	5.31766e+000	7.65576e-001	5.00000e+001	5.94595e+000	6.30000e-001
1.26000e-001	5.35882e+000	7.71750e-001	5.00000e+001	5.94373e+000	6.30000e-001
1.27000e-001	5.39997e+000	7.77924e-001	5.00000e+001	5.94151e+000	6.30000e-001
1.28000e-001	5.44110e+000	7.84098e-001	5.00000e+001	5.93930e+000	6.30000e-001
1.29000e-001	5.48220e+000	7.90272e-001	5.00000e+001	5.93710e+000	6.30000e-001
1.30000e-001	5.52329e+000	7.96446e-001	5.00000e+001	5.93491e+000	6.30000e-001
1.31000e-001	5.56435e+000	8.02620e-001	5.00000e+001	5.93273e+000	6.30000e-001
1.32000e-001	5.60539e+000	8.08794e-001	5.00000e+001	5.93056e+000	6.30000e-001
1.33000e-001	5.64642e+000	8.14968e-001	5.00000e+001	5.92839e+000	6.30000e-001
1.34000e-001	5.68742e+000	8.21142e-001	5.00000e+001	5.92623e+000	6.30000e-001
1.35000e-001	5.72840e+000	8.27316e-001	5.00000e+001	5.92408e+000	6.30000e-001
1.36000e-001	5.76936e+000	8.33490e-001	5.00000e+001	5.92193e+000	6.30000e-001
1.37000e-001	5.81031e+000	8.39664e-001	5.00000e+001	5.91980e+000	6.30000e-001
1.38000e-001	5.85123e+000	8.45838e-001	5.00000e+001	5.91766e+000	6.30000e-001
1.39000e-001	5.89213e+000	8.52012e-001	5.00000e+001	5.91554e+000	6.30000e-001
1.40000e-001	5.93301e+000	8.58186e-001	5.00000e+001	5.91342e+000	6.30000e-001
1.41000e-001	5.97387e+000	8.64360e-001	5.00000e+001	5.91131e+000	6.30000e-001
1.42000e-001	6.01471e+000	8.70534e-001	5.00000e+001	5.90921e+000	6.30000e-001
1.43000e-001	6.05552e+000	8.76708e-001	5.00000e+001	5.90711e+000	6.30000e-001
1.44000e-001	6.09632e+000	8.82882e-001	5.00000e+001	5.90502e+000	6.30000e-001
1.45000e-001	6.13710e+000	8.89056e-001	5.00000e+001	5.90294e+000	6.30000e-001
1.46000e-001	6.17786e+000	8.95230e-001	5.00000e+001	5.90086e+000	6.30000e-001
1.47000e-001	6.21859e+000	9.01404e-001	5.00000e+001	5.89878e+000	6.30000e-001
1.48000e-001	6.25931e+000	9.07578e-001	5.00000e+001	5.89672e+000	6.30000e-001
1.49000e-001	6.30001e+000	9.13752e-001	5.00000e+001	5.89465e+000	6.30000e-001
1.50000e-001	6.34068e+000	9.19926e-001	5.00000e+001	5.89260e+000	6.30000e-001
1.51000e-001	6.38134e+000	9.26100e-001	5.00000e+001	5.89055e+000	6.30000e-001
1.52000e-001	6.42197e+000	9.32274e-001	5.00000e+001	5.88850e+000	6.30000e-001
1.53000e-001	6.46259e+000	9.38448e-001	5.00000e+001	5.88646e+000	6.30000e-001
1.54000e-001	6.50318e+000	9.44622e-001	5.00000e+001	5.88443e+000	6.30000e-001
1.55000e-001	6.54376e+000	9.50796e-001	5.00000e+001	5.88240e+000	6.30000e-001
1.56000e-001	6.58431e+000	9.56970e-001	5.00000e+001	5.88037e+000	6.30000e-001
1.57000e-001	6.62485e+000	9.63144e-001	5.00000e+001	5.87835e+000	6.30000e-001
1.58000e-001	6.66536e+000	9.69318e-001	5.00000e+001	5.87634e+000	6.30000e-001
1.59000e-001	6.70585e+000	9.75492e-001	5.00000e+001	5.87433e+000	6.30000e-001
1.60000e-001	6.74633e+000	9.81666e-001	5.00000e+001	5.87232e+000	6.30000e-001
1.61000e-001	6.78678e+000	9.87840e-001	5.00000e+001	5.87032e+000	6.30000e-001
1.62000e-001	6.82721e+000	9.94014e-001	5.00000e+001	5.86832e+000	6.30000e-001
1.63000e-001	6.86762e+000	1.00019e+000	5.00000e+001	5.86633e+000	6.30000e-001
1.64000e-001	6.90802e+000	1.00636e+000	5.00000e+001	5.86434e+000	6.30000e-001
1.65000e-001	6.94839e+000	1.01254e+000	5.00000e+001	5.86236e+000	6.30000e-001
1.66000e-001	6.98874e+000	1.01871e+000	5.00000e+001	5.86038e+000	6.30000e-001
1.67000e-001	7.02907e+000	1.02488e+000	5.00000e+001	5.85840e+000	6.30000e-001
1.68000e-001	7.06938e+000	1.03106e+000	5.00000e+001	5.85643e+000	6.30000e-001
1.69000e-001	7.10967e+000	1.03723e+000	5.00000e+001	5.85447e+000	6.30000e-001
1.70000e-001	7.14995e+000	1.04341e+000	5.00000e+001	5.85250e+000	6.30000e-001
1.71000e-001	7.19020e+000	1.04958e+000	5.00000e+001	5.85054e+000	6.30000e-001
1.72000e-001	7.23043e+000	1.05575e+000	5.00000e+001	5.84859e+000	6.30000e-001
1.73000e-001	7.27064e+000	1.06193e+000	5.00000e+001	5.84664e+000	6.30000e-001
1.74000e-001	7.31083e+000	1.06810e+000	5.00000e+001	5.84469e+000	6.30000e-001
1.75000e-001	7.35100e+000	1.07428e+000	5.00000e+001	5.84274e+000	6.30000e-001
1.76000e-001	7.39115e+000	1.08045e+000	5.00000e+001	5.84080e+000	6.30000e-001
1.77000e-001	7.43128e+000	1.08662e+000	5.00000e+001	5.83887e+000	6.30000e-001
1.78000e-001	7.47139e+000	1.09280e+000	5.00000e+001	5.83693e+000	6.30000e-001
1.79000e-001	7.51148e+000	1.09897e+000	5.00000e+001	5.83500e+000	6.30000e-001
1.80000e-001	7.55155e+000	1.10515e+000	5.00000e+001	5.83308e+000	6.30000e-001
1.81000e-001	7.59160e+000	1.11132e+000	5.00000e+001	5.83115e+000	6.30000e-001
1.82000e-001	7.63163e+000	1.11749e+000	5.00000e+001	5.82923e+000	6.30000e-001
1.83000e-001	7.67164e+000	1.12367e+000	5.00000e+001	5.82732e+000	6.30000e-001
1.84000e-001	7.71163e+000	1.12984e+000	5.00000e+001	5.82540e+000	6.30000e-001
1.85000e-001	7.75160e+000	1.13602e+000	5.00000e+001	5.82349e+000	6.30000e-001
1.86000e-001	7.79155e+000	1.14219e+000	5.00000e+001	5.82159e+000	6.30000e-001
1.87000e-001	7.83148e+000	1.14836e+000	5.00000e+001	5.81968e+000	6.30000e-001
1.88000e-001	7.87139e+000	1.15454e+000	5.00000e+001	5.81778e+000	6.30000e-001
1.89000e-001	7.91128e+000	1.16071e+000	5.00000e+001	5.81589e+000	6.30000e-001
1.90000e-001	7.95115e+000	1.16689e+000	5.00000e+001	5.81399e+000	6.30000e-001
1.91000e-001	7.99100e+000	1.17306e+000	5.00000e+001	5.81210e+000	6.30000e-001
1.92000e-001	8.03083e+000	1.17923e+000	5.00000e+001	5.81021e+000	6.30000e-001
1.93000e-001	8.07065e+000	1.18541e+000	5.00000e+001	5.80832e+000	6.30000e-001
1.94000e-001	8.11044e+000	1.19158e+000	5.00000e+001	5.80644e+000	6.30000e-001
1.95000e-001	8.15021e+000	1.19776e+000	5.00000e+001	5.80456e+000	6.30000e-001
1.96000e-001	8.18996e+000	1.20393e+000	5.00000e+001	5.80268e+000	6.30000e-001
1.97000e-001	8.22969e+000	1.21010e+000	5.00000e+001	5.80081e+000	6.30000e-001
1.98000e-001	8.26940e+000	1.21628e+000	5.00000e+001	5.79894e+000	6.30000e-001
1.99000e-001	8.30909e+000	1.22245e+000	5.00000e+001	5.79707e+000	6.30000e-001
2.00000e-001	8.34876e+000	1.22863e+000	5.00000e+001	5.79520e+000	6.30000e-001
2.01000e-001	8.38841e+000	1.23480e+000	5.00000e+001	5.79334e+000	6.30000e-001
2.02000e-001	8.42805e+000	1.24097e+000	5.00000e+001	5.79147e+000	6.30000e-001
2.03000e-001	8.46766e+000	1.24715e+000	5.00000e+001	5.78961e+000	6.30000e-001
2.04000e-001	8.50725e+000	1.25332e+000	5.00000e+001	5.78776e+000	6.30000e-001
2.05000e-001	8.54682e+000	1.25950e+000	5.00000e+001	5.78590e+000	6.30000e-001
2.06000e-001	8.58638e+000	1.26567e+000	5.00000e+001	5.78405e+000	6.30000e-001
2.07000e-001	8.62591e+000	1.27184e+000	5.00000e+001	5.78220e+000	6.30000e-001
2.08000e-001	8.66542e+000	1.27802e+000	5.00000e+001	5.78036e+000	6.30000e-001
2.09000e-001	8.70491e+000	1.28419e+000	5.00000e+001	5.77851e+000	6.30000e-001
2.10000e-001	8.74439e+000	1.29037e+000	5.00000e+001	5.77667e+000	6.30000e-001
2.11000e-001	8.78384e+000	1.29654e+000	5.00000e+001	5.77483e+000	6.30000e-001
2.12000e-001	8.82328e+000	1.30271e+000	5.00000e+001	5.77299e+000	6.30000e-001
2.13000e-001	8.86269e+000	1.30889e+000	5.00000e+001	5.77116e+000	6.30000e-001
2.14000e-001	8.90208e+000	1.31506e+000	5.00000e+001	5.76932e+000	6.30000e-001
2.15000e-001	8.94146e+000	1.32124e+000	5.00000e+001	5.76749e+000	6.30000e-001
2.16000e-001	8.98081e+000	1.32741e+000	5.00000e+001	5.76566e+000	6.30000e-001
2.17000e-001	9.02015e+000	1.33358e+000	5.00000e+001	5.76384e+000	6.30000e-001
2.18000e-001	9.05947e+000	1.33976e+000	5.00000e+001	5.76201e+000	6.30000e-001
2.19000e-001	9.09876e+000	1.34593e+000	5.00000e+001	5.76019e+000	6.30000e-001
2.20000e-001	9.13804e+000	1.35211e+000	5.00000e+001	5.75837e+000	6.30000e-001
2.21000e-001	9.17730e+000	1.35828e+000	5.00000e+001	5.75655e+000	6.30000e-001
2.22000e-001	9.21653e+000	1.36445e+000	5.00000e+001	5.75474e+000	6.30000e-001
2.23000e-001	9.25575e+000	1.37063e+000	5.00000e+001	5.75292e+000	6.30000e-001
2.24000e-001	9.29495e+000	1.37680e+000	5.00000e+001	5.75111e+000	6.30000e-001
2.25000e-001	9.33413e+000	1.38298e+000	5.00000e+001	5.74930e+000	6.30000e-001
2.26000e-001	9.37329e+000	1.38915e+000	5.00000e+001	5.74750e+000	6.30000e-001
2.27000e-001	9.41243e+000	1.39532e+000	5.00000e+001	5.74569e+000	6.30000e-001
2.28000e-001	9.45155e+000	1.40150e+000	5.00000e+001	5.74389e+000	6.30000e-001
2.29000e-001	9.49065e+000	1.40767e+000	5.00000e+001	5.74208e+000	6.30000e-001
2.30000e-001	9.52973e+000	1.41385e+000	5.00000e+001	5.74028e+000	6.30000e-001
2.31000e-001	9.56879e+000	1.42002e+000	5.00000e+001	5.73849e+000	6.30000e-001
2.32000e-001	9.60783e+000	1.42619e+000	5.00000e+001	5.73669e+000	6.30000e-001
2.33000e-001	9.64685e+000	1.43237e+000	5.00000e+001	5.73489e+000	6.30000e-001
2.34000e-001	9.68585e+000	1.43854e+000	5.00000e+001	5.73310e+000	6.30000e-001
2.35000e-001	9.72484e+000	1.44472e+000	5.00000e+001	5.73131e+000	6.30000e-001
2.36000e-001	9.76380e+000	1.45089e+000	5.00000e+001	5.72952e+000	6.30000e-001
2.37000e-001	9.80275e+000	1.45706e+000	5.00000e+001	5.72774e+000	6.30000e-001
2.38000e-001	9.84167e+000	1.46324e+000	5.00000e+001	5.72595e+000	6.30000e-001
2.39000e-001	9.88057e+000	1.46941e+000	5.00000e+001	5.72417e+000	6.30000e-001
2.40000e-001	9.91946e+000	1.47559e+000	5.00000e+001	5.72238e+000	6.30000e-001
2.41000e-001	9.95833e+000	1.48176e+000	5.00000e+001	5.72060e+000	6.30000e-001
2.42000e-001	9.99717e+000	1.48793e+000	5.00000e+001	5.71883e+000	6.30000e-001
2.43000e-001	1.00360e+001	1.49411e+000	5.00000e+001	5.71705e+000	6.30000e-001
2.44000e-001	1.00748e+001	1.50028e+000	5.00000e+001	5.71527e+000	6.30000e-001
2.45000e-001	1.01136e+001	1.50646e+000	5.00000e+001	5.71350e+000	6.30000e-001
2.46000e-001	1.01524e+001	1.51263e+000	5.00000e+001	5.71173e+000	6.30000e-001
2.47000e-001	1.01911e+001	1.51880e+000	5.00000e+001	5.70996e+000	6.30000e-001
2.48000e-001	1.02298e+001	1.52498e+000	5.00000e+001	5.70819e+000	6.30000e-001
2.49000e-001	1.02686e+001	1.53115e+000	5.00000e+001	5.70642e+000	6.30000e-001
2.50000e-001	1.03072e+001	1.53733e+000	5.00000e+001	5.70466e+000	6.30000e-001
2.51000e-001	1.03459e+001	1.54350e+000	5.00000e+001	5.70289e+000	6.30000e-001
2.52000e-001	1.03846e+001	1.54967e+000	5.00000e+001	5.70113e+000	6.30000e-001
2.53000e-001	1.04232e+001	1.55585e+000	5.00000e+001	5.69937e+000	6.30000e-001
2.54000e-001	1.04618e+001	1.56202e+000	5.00000e+001	5.69761e+000	6.30000e-001
2.55000e-001	1.05004e+001	1.56820e+000	5.00000e+001	5.69586e+000	6.30000e-001
2.56000e-001	1.05390e+001	1.57437e+000	5.00000e+001	5.69410e+000	6.30000e-001
2.57000e-001	1.05776e+001	1.58054e+000	5.00000e+001	5.69235e+000	6.30000e-001
2.58000e-001	1.06161e+001	1.58672e+000	5.00000e+001	5.69059e+000	6.30000e-001
2.59000e-001	1.06546e+001	1.59289e+000	5.00000e+001	5.68884e+000	6.30000e-001
2.60000e-001	1.06931e+001	1.59907e+000	5.00000e+001	5.68709e+000	6.30000e-001
2.61000e-001	1.07316e+001	1.60524e+000	5.00000e+001	5.68534e+000	6.30000e-001
2.62000e-001	1.07700e+001	1.61141e+000	5.00000e+001	5.68360e+000	6.30000e-001
2.63000e-001	1.08085e+001	1.61759e+000	5.00000e+001	5.68185e+000	6.30000e-001
2.64000e-001	1.08469e+001	1.62376e+000	5.00000e+001	5.68011e+000	6.30000e-001
2.65000e-001	1.08853e+001	1.62994e+000	5.00000e+001	5.67836e+000	6.30000e-001
2.66000e-001	1.09237e+001	1.63611e+000	5.00000e+001	5.67662e+000	6.30000e-001
2.67000e-001	1.09621e+001	1.64228e+000	5.00000e+001	5.67488e+000	6.30000e-001
2.68000e-001	1.10004e+001	1.64846e+000	5.00000e+001	5.67314e+000	6.30000e-001
2.69000e-001	1.10387e+001	1.65463e+000	5.00000e+001	5.67141e+000	6.30000e-001
2.70000e-001	1.10770e+001	1.66081e+000	5.00000e+001	5.66967e+000	6.30000e-001
2.71000e-001	1.11153e+001	1.66698e+000	5.00000e+001	5.66794e+000	6.30000e-001
2.72000e-001	1.11536e+001	1.67315e+000	5.00000e+001	5.66620e+000	6.30000e-001
2.73000e-001	1.11918e+001	1.67933e+000	5.00000e+001	5.66447e+000	6.30000e-001
2.74000e-001	1.12301e+001	1.68550e+000	5.00000e+001	5.66274e+000	6.30000e-001
2.75000e-001	1.12683e+001	1.69168e+000	5.00000e+001	5.66101e+000	6.30000e-001
2.76000e-001	1.13065e+001	1.69785e+000	5.00000e+001	5.65929e+000	6.30000e-001
2.77000e-001	1.13446e+001	1.70402e+000	5.00000e+001	5.65756e+000	6.30000e-001
2.78000e-001	1.13828e+001	1.71020e+000	5.00000e+001	5.65583e+000	6.30000e-001
2.79000e-001	1.14209e+001	1.71637e+000	5.00000e+001	5.65411e+000	6.30000e-001
2.80000e-001	1.14590e+001	1.72255e+000	5.00000e+001	5.65239e+000	6.30000e-001
2.81000e-001	1.14971e+001	1.72872e+000	5.00000e+001	5.65067e+000	6.30000e-001
2.82000e-001	1.15352e+001	1.73489e+000	5.00000e+001	5.64895e+000	6.30000e-001
2.83000e-001	1.15733e+001	1.74107e+000	5.00000e+001	5.64723e+000	6.30000e-001
2.84000e-001	1.16113e+001	1.74724e+000	5.00000e+001	5.64551e+000	6.30000e-001
2.85000e-001	1.16493e+001	1.75342e+000	5.00000e+001	5.64379e+000	6.30000e-001
2.86000e-001	1.16873e+001	1.75959e+000	5.00000e+001	5.64208e+000	6.30000e-001
2.87000e-001	1.17253e+001	1.76576e+000	5.00000e+001	5.64037e+000	6.30000e-001
2.88000e-001	1.17633e+001	1.77194e+000	5.00000e+001	5.63865e+000	6.30000e-001
2.89000e-001	1.18012e+001	1.77811e+000	5.00000e+001	5.63694e+000	6.30000e-001
2.90000e-001	1.18392e+001	1.78429e+000	5.00000e+001	5.63523e+000	6.30000e-001
